osm_id,osm_type,name,brand,operator,addr_full,addr_street,addr_housenumber,addr_city,addr_state,addr_postcode,opening_hours,phone,website,lat,lon
5316724408,node,Tiendas D1 El Ingenio,D1,,,,,,,,08:00-21:00,+57 322 6041648,https://d1.com.co,3.3830247,-76.5254707
5316726750,node,D1,,,,,,,,,,,,3.4315841,-76.4977687
5322718974,node,D1,D1,,,,,,,,Mo-Su 09:00-21:00,,https://d1.com.co/,4.7406379,-74.1136304
5349612723,node,D1,D1,,,,,,,,,,,2.4537157,-76.5998311
5364519805,node,D1,D1,,,,,,,,,,,6.2165131,-75.2387369
5372965320,node,D1,,,,,,,,,,,,4.8289654,-75.6823078
5421594127,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7412889,-74.063973
5438366873,node,D1,D1,Tiendas D1,,,,,,,,,https://d1.com.co/,4.6111439,-74.2058767
5451269821,node,D1,,,,,,,,,,,,3.433526,-76.538874
5460739222,node,D1,,,,,,,,,Mo-Su 08:00-21:00,,,6.5011803,-75.7424307
5481518021,node,Tienda D1,D1,,,Carrera 11,,,,,Mo-Su 07:00-21:00,,,6.5526621,-73.132314
5483005024,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6874523,-74.0477903
5495009768,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7239356,-74.1147126
5532400204,node,Tiendas D1,,,,,,,,,,,,4.2096299,-76.1572811
5540623479,node,D1,D1,Tiendas D1,,,,,,,,,https://d1.com.co/,4.622159,-74.0770777
5548721140,node,D1,,,,,,,,,,,,6.1793008,-75.4429223
5548721288,node,D1,,,,,,,,,,,,6.1712576,-75.4902527
5790740877,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6546155,-74.1309764
5837992255,node,D1,,,,Carrera 10,,Girardot,,,,,,4.3038204,-74.8032156
5838963427,node,D1,,,,,,,,,,,,5.7689806,-72.9403224
5846107546,node,D1,,,,,,,,,,,,6.133089,-75.4025348
5897227290,node,Tienda D1,,,,Carrera 7 u,,,,,Mo-Su 08:00-21:20,,,3.4526096,-76.4727314
5902125964,node,D1,,De1 de todos,,,,,,,"Mo-Su,PH 08:00-19:30",,,5.5503472,-73.3596146
5906469740,node,D1,D1,,,,,,,,,,,4.6327663,-74.1486877
5906804085,node,D1,D1,,,,,,,,,,,4.5750942,-75.6447998
5924065386,node,D1,D1,,,,,,,,,,,6.2412685,-75.5861093
5966993988,node,,,Tiendas D1,,,,,,,,,,3.4090124,-76.5488063
5984184785,node,Tienda D1,,,,,,,,,,,,4.8669662,-75.6203984
6026292538,node,D1,D1,Tiendas D1,,Carrera 19,,Bogotá,,,Mo-Su 08:00-20:00,,https://d1.com.co/,4.6241995,-74.0737462
6058517785,node,Supermercado D1,,D1,,,,,,,"Mo-Su,PH 08:00-19:30",,,5.5503323,-73.3596158
6074050573,node,D1,,,,,,,,,,,,2.4885292,-76.5788849
6101007061,node,Tiendas D1,,,,,,,,,,,,4.9290199,-74.1722787
6174428988,node,D1,,,,Diagonal 75B,,,,,Mo-Su 07:00-21:00,,http://www.tiendasd1.com,6.2092542,-75.5936275
6204653532,node,D1,D1,,,,,,,,,,,2.4490556,-76.6114879
6219074925,node,Tienda D1,,,,,,Santa Rosa de Cabal,,,,,,4.870394,-75.6284012
6321075586,node,D1,D1,,,Diagonal 25,36,,,,,,,4.3308515,-74.3790229
6327359287,node,D1,D1,,,,,,,,,,,6.2749466,-75.582912
6327383889,node,D1,D1,,,,,,,,,,,6.2748481,-75.5830094
6328222876,node,D1,D1,,,Carrera 13A,33-58,,,,,,https://d1.com.co/,4.6209444,-74.0681897
6336857560,node,D1,,D1,,,,,,,,,,4.5710585,-74.2372554
6347941985,node,D1,,,,,,,,,,,,5.6301566,-73.5265977
6366327952,node,D1,,,,Calle 1,,Cali,,,Mo-Su 09:00-21:00,,,3.4249406,-76.5524776
6368080891,node,D1,,,,,,,,,,,,6.5602856,-73.1397104
6374956514,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7003204,-74.0813066
6460216755,node,D1,D1,D1,,Calle 53C Sur,43-74,Sabaneta Antioquia,,,,,,6.157919,-75.6040195
6535705788,node,Tiendas D1,,,,,,,,,,,,6.294635,-75.0268708
6577551185,node,Tiendas D1,,,,,,,,,,,,5.4629519,-74.6554059
6594492785,node,Tiendas D1,,,,,,,,,,,,8.4250321,-76.7825721
6601601085,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6079301,-74.0711052
6637941015,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.592467,-74.1022284
6638968285,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6670908,-74.1211439
6680880485,node,Tiendas D1,,,,,,,,,,,,7.8810214,-72.4879473
6681267687,node,D1,,,,,,,,,,,,5.0342478,-73.9924726
6709037085,node,D1,D1,,,,,Calima,,,,,,3.4840984,-76.4970875
6718988628,node,D1,D1,,,2E 76,Carrera 11,Pereira,,660001,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8092005,-75.6775644
6718996627,node,D1,D1,,,,,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8077917,-75.7251133
6718996628,node,D1,D1,,,5 22,Calle 63,Pereira - Risaralda - Colombia,,660000,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8049455,-75.6978124
6718996990,node,D1,D1,,,Calle 14,,Pereira,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8025841,-75.6915334
6718999403,node,D1,D1,,,,,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8132979,-75.6903948
6719000270,node,D1,D1,,,Carrera 9,,Pereira,,660002,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8133914,-75.6988826
6719000966,node,D1,D1,,,,,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8107507,-75.6938964
6719002783,node,D1,D1,,,5 22,Calle 63,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8041846,-75.7410513
6719003046,node,D1,,,,5 22,Calle 63,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.7864255,-75.7251656
6719003155,node,D1,D1,,,,,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8036271,-75.7380239
6719003250,node,D1,,,,,,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8106478,-75.7523216
6719007753,node,D1,,,,5 22,Calle 63,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8216364,-75.7301818
6719008287,node,D1,,,,5 22,Calle 63,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.7925677,-75.7107917
6719008490,node,D1,,,,5 22,Calle 63,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8061723,-75.805255
6719008654,node,D1,D1,,,Carrera 13,,Pereira,,660002,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8122003,-75.7067591
6719008655,node,D1,D1,,,5 22,Calle 63,El Poblado,,660004,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8006676,-75.7087387
6719016822,node,D1,D1,,,5 22,Calle 63,,,,,,,4.8090281,-75.6803083
6719023573,node,D1,,,,5 22,Calle 63,,,,Mo-Su 08:00-21:00,,http://tiendasd1.com,4.8154254,-75.7126209
6727664964,node,D1,D1,,,,,,,,,,,6.2131903,-75.5708037
6759866186,node,D1,D1,,,,,,,,,,,6.213216,-75.5707037
6824072551,node,Tiendas D1,,,,Carrera 7,,Barbosa,,,,,,5.9284337,-73.6180526
6932976230,node,D1,D1,,,,,,,,,,,7.1241761,-73.1185298
6970233297,node,D1,D1,,,Carrera 36,10B-100,,,,,,,6.2114008,-75.5649448
6978564285,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6208916,-74.0681585
6987504094,node,Tiendas D1,,,,,,,,,,,,7.2451718,-76.4378539
6987832285,node,D1,,,,,,,,,,,,11.2222102,-74.2065358
6988596985,node,D1,,,,,,,,,,,,11.2360871,-74.1921128
6988602985,node,D1,D1,,,,,,,,,,,11.2374392,-74.1888002
7008558585,node,D1,D1,,,,,,,,,,,10.4308106,-75.5326121
7048148740,node,D1,D1,,,,,,,,,,,4.2860017,-74.7751683
7053089941,node,Tiendas D1,,,,,,,,,,,,6.0319804,-75.4362035
7064962152,node,D1,D1,,,,,,,,,,,4.5225268,-75.6477699
7072770585,node,Tiendas D1,,,,Carrera 65D,32C-31,,,,Mo-Su 07:00-21:00; PH 08:00-21:00,,,6.2372195,-75.5853479
7099223689,node,D1,D1,,,,,,,,,,,4.6317051,-74.4641364
7157647318,node,D1,D1,,,,,,,,,,,4.5007496,-75.7205105
7194386805,node,D1,D1,,,Calle 60 Sur,,Sabaneta Antioquia,,,Mo-Su 07:00-21:00; PH 08:00-21:00,,,6.1546807,-75.6067343
7201937985,node,Tiendas D1,,,,Carrera 69,30A-73,,,,,,,6.233393,-75.5894727
7202393192,node,D1,,,,,,,,,,,,4.6234413,-74.4708816
7240989333,node,D1,D1,,,,,,,,,,,7.1343293,-73.1176337
7254330126,node,D1,D1,,,Calle 62 Sur,,Sabaneta,,,,,,6.1551054,-75.6116358
7330357472,node,D1,D1,,,,,,,,,,,6.2692883,-75.5442112
7330654174,node,D1,D1,D1,,,,,,,,,,6.2847585,-75.5593661
7333188688,node,D1,D1,,,,,,,,,,,6.2665493,-75.5657513
7337305663,node,D1,D1,,,,,,,,,,,6.2622908,-75.5951286
7337305677,node,D1,D1,,,,,,,,,,,6.2657708,-75.5933184
7337374705,node,D1,D1,,,,,,,,,,,6.2374837,-75.5965271
7348952139,node,Tienda D1,,,,,,,,,,,,6.3055651,-75.5679329
7352018616,node,D1,D1,,,,,,,,,,,6.2026488,-75.6012408
7353455547,node,D1,,,,,,,,,"Mo-Su,PH 08:00-21:00",,,6.2637556,-75.571336
7428354585,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7017049,-74.11731
7435510854,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7097815,-74.2153305
7490756593,node,D1,,,,,,,,,,,,2.123153,-76.9791007
7644742463,node,Tienda D1,,,,,,,,,,,,4.116658,-73.5890164
7667718598,node,TIENDAS D1,,,"Cra. 15 #10-1 #10-99 a, Caicedonia, Valle del Cauca, Colombia",,,Caicedonia,,762540,,,,4.3333487,-75.8290704
7692609920,node,D1,D1,,,,,,,,,,,11.0217109,-74.8624835
7706077629,node,D1,D1,,,,,,,,,,,6.2249124,-75.5967628
7717189785,node,,,JC D11-4,,,,,,,,,,4.8843187,-74.0283002
7938549360,node,Tienda D1,,,,,,,,,,,,2.5693103,-72.6448068
8132345536,node,D1,,,,,,,,,,,,2.4852465,-76.5819442
8255890959,node,D1,D1,,,,,,,,"PH,Mo-Su 08:00-21:00+",,,12.5783098,-81.7008429
8270601141,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6803482,-74.1357653
8353845829,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7031216,-74.0921416
8384768517,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.5795163,-74.0800672
8402778021,node,D1,D1,,,,,,,,,,,10.3914,-73.0291472
8425380811,node,D1,D1,,,,,,,,,,,2.4384414,-76.6050223
8454866117,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.708537,-74.1368942
8459243617,node,D1,D1,,,,,,,110231,Mo-Su 08:00-21:00,,https://d1.com.co/,4.6502746,-74.0556787
8483291152,node,Tiendas D1,,,,,,,,,,,,2.5599179,-72.6395777
8522507691,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7443027,-74.1286284
8532707771,node,D1,D1,,,,,,,,,,,6.230831,-75.5926793
8560990418,node,Tienda D1,,,,Carrera 3,21-69,La Dorada,,175030,Mo-Su 09:00-21:00,,,5.459825,-74.6657508
8592763146,node,D1,,,,,,,,,,,,2.4463162,-76.6116296
8622709967,node,D1,D1,,,,,,,,,,,7.0901383,-73.1095258
8626983346,node,Tiendas D1,,,,,,,,,,,,5.0731719,-75.5250451
8629943217,node,Tiendas D1,,,,Calle 115,4-3,,,,,,http://tiendasd1.com,11.1494737,-74.2212152
8699723064,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7437952,-74.1408587
8712519667,node,D1,D1,d1,,hatogrande,,cajica,,,Mo-Su 09:00-21:00,,,4.9189168,-74.0142058
8712687255,node,Tiendas D1,,,,Calle 20A,,"Santa Barbara, Pasto",,,Mo-Su 08:00-20:00,,,1.2008412,-77.2611744
8713475390,node,D1,D1,Koba Colombia,,Carrera 4,,Guachetá,,,Mo-Su 09:00-21:00,,,5.3847029,-73.6866566
8723079229,node,D1,D1,,,,,,,,,,,3.8778242,-77.0211105
8729507776,node,Tiendas D1,D1,,,,,,,,,,,1.3841733,-77.1562908
8739860714,node,D1,D1,,,,,,,,Mo-Su 07:00-20:00,,,7.9188212,-72.4867207
8750477641,node,TIENDAS D1,,,,,,,,,,,,7.0615421,-73.1067322
8780106618,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7059699,-74.093427
8787353619,node,Tiendas D1,,,,,,,,,,,,4.8785816,-72.8961764
8870955670,node,Tiendas D1,,,,,,,,,,,https://d1.com.co/,4.4280542,-75.7196432
8910225528,node,D1,D1,,,Avenida 19 de Enero,,Armenia,,,,,,4.5678333,-75.6510939
8929348005,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7209327,-74.0450283
8972737127,node,Tiendas D1,,,,,,,,,,,,3.5843342,-76.4963759
9007484374,node,D1,D1,,,,,,,,,,,4.5451261,-75.6628288
9081190287,node,Tiendas D1,,,,,,,,,,,,6.2734341,-75.5534125
9081194965,node,Tiendas D1,,,,,,,,,,,,6.2704615,-75.5567261
9092381518,node,D1,,,,,,,,,,,,6.2333219,-75.1602975
9198270000,node,Tienda D1,,,,,,,,,,,,6.2526135,-75.5967893
9198830345,node,D1,D1,,,,,,,,,,,6.2581639,-75.5980764
9198830346,node,D1,D1,,,,,,,,,,,6.2576875,-75.5978207
9211417458,node,Tiendas D1,,,,,,,,,,,,6.2607888,-75.5887478
9216335387,node,D1,D1,Tiendas D1,,Carrera 4,3-75,Fómeque,,251640,,,,4.4851524,-73.8937858
9234224824,node,D1,D1,,,,,,,,,,,5.3280264,-72.4076366
9234319300,node,D1,,,,,,,,,,,,3.4028516,-76.5407811
9254137052,node,D1,D1,,,,,,,,,,,8.2672989,-73.3645755
9293819714,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.7168338,-74.0297009
9309094346,node,D1,D1,,,,,,,,,,,7.8891187,-75.669781
9318978189,node,D1,,,,,,,,,"Mo-Su,PH 08:00-21:00",,,4.6379407,-75.5706228
9364061730,node,Tiendas D1,,,,Carrera 35,,,,,,,,7.1111825,-73.1087961
9371400817,node,Tienda D1,,,,Carrera 7,7,,,,Mo-Su 07:00-21:00,,,5.7895464,-75.7856827
9382716617,node,Tienda D1,,,,Circular 3,,,,,Mo-Su 08:00-21:00,,,6.2454266,-75.5916222
9402649642,node,D1,,,,,,,,,,,,3.4342272,-76.4952548
9402653409,node,D1,,,,,,,,,,,,3.4582847,-76.4828651
9402662000,node,D1,,,,,,,,,,,,3.2312868,-76.5095153
9403941020,node,Tienda D1,,,,,,,,,Mo-Su 06:00-21:00,,,7.0659489,-73.1683407
9404090823,node,Tienda D1,,,,,,,,,,,,6.3145481,-73.9484167
9404551480,node,D1,,,,,,,,,,,,3.432094,-76.5088241
9404615429,node,D1,,,,,,,,,,,,3.4317876,-76.5022302
9404661169,node,D1,,,,,,,,,,,,3.4793806,-76.5189093
9404664800,node,D1,,,,,,,,,,,,3.4815558,-76.4996374
9408693317,node,Tienda D1,,,,Calle 17 Norte,,,,,Mo-Su 07:00-21:00,,,7.1531018,-73.1340424
9413746217,node,D1,D1,,,Calle 33,,,,,Mo-Sa 07:00-20:00; Su 08:00-18:00,,,7.1209344,-73.1251448
9416635317,node,Tienda D1,,,,Carrera 5,,,,,Mo-Fr 06:00-20:00; Sa 06:00-21:00; Su 06:00-19:00,,,6.9850631,-73.0520087
9424052417,node,Tienda D1,,,,Carrera 5,6-43,,,,Mo-Su 07:00-21:00,,,6.5550242,-73.1267016
9425601328,node,D1,,,,,,,,,,,,4.8627621,-74.0462782
9426899029,node,D1,D1,,,,,,,,,,,4.5074194,-75.6905002
9438276716,node,D1,,,,,,,,,,,,3.481473,-76.4994959
9450315617,node,D1,D1,,,Carrera 12 (Avenida Santander),,,,,Mo-Su 07:00-21:00,,,6.5550718,-73.1392532
9459030517,node,D1,,,,Avenida del Libertador,24-??,,,,Mo-Su 07:00-21:00,,,11.2408744,-74.1877364
9466543417,node,D1,,,,,,,,,Mo-Su 07:00-21:00,,,11.006461,-74.2509288
9469483517,node,D1,,,,Vía 40,,,,,Mo-Su 07:00-21:00,,,11.0253466,-74.8032293
9470359420,node,D1,,,,,,,,,Mo-Su 07:00-20:00,,,10.9882233,-74.9581064
9476607119,node,D1,D1,,,Avenida Daniel Lemaitre,,,,,Mo-Su 07:00-21:00,,,10.4232277,-75.5478511
9487067017,node,D1,D1,,,Calle 31D,,,,,Mo-Su 07:00-20:00,,,10.4065311,-75.4900903
9492898517,node,D1,D1,,,Carrera 53,,,,,Mo-Sa 08:00-21:00; Su 08:00-20:00,,https://d1.com.co/,4.6491261,-74.0871189
9496678617,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6694405,-74.0546973
9498663617,node,D1,D1,,,Avenida Carrera 15,,,,,,,https://d1.com.co/,4.6595541,-74.0611749
9499411617,node,D1,D1,,,Calle 40B,,,,,,,https://d1.com.co/,4.6277107,-74.0667157
9499411618,node,D1,D1,,,,,,,,Mo-Sa 08:00-21:00; Su 08:00-20:00,,https://d1.com.co/,4.6005597,-74.0700398
9501137417,node,D1,D1,,,Avenida Carrera 14,,,,,Mo-Sa 07:00-21:00; Su 08:00-21:00,,https://d1.com.co/,4.6360766,-74.067382
9501838317,node,D1,D1,,,Carrera 14,,,,,Mo-Su 08:00-21:00,,https://d1.com.co/,4.6658285,-74.0566435
9503248117,node,D1,D1,,,Avenida Carrera 30,,,,,Mo-Su 08:00-21:00,,https://d1.com.co/,4.6603353,-74.0778926
9505698818,node,D1,D1,,,Avenida Carrera 45,,,,,Mo-Su 07:00-20:00,,https://d1.com.co/,4.691377,-74.0570831
9505699017,node,D1,D1,,,Avenida Carrera 45,,,,,Mo-Sa 07:00-20:00; Su 08:00-20:00,,https://d1.com.co/,4.6952072,-74.0552377
9506341219,node,D1,D1,,,Avenida Carrera 20,87-51,,,,Mo-Su 08:00-21:00,,https://d1.com.co/,4.6758191,-74.0596081
9517952681,node,D1,D1,,,,,,,,,,,6.6487996,-75.4592104
9560891217,node,D1,D1,,,,,,,,,,,6.2399919,-75.5815817
9583258117,node,D1,D1,,,,,,,,,,,6.2502239,-75.5909078
9583401217,node,D1,D1,,,,,,,,"Mo-Su,PH 08:00-21:00",,,6.2437766,-75.6111811
9584075762,node,D1,,,,,,,,,,,,8.7427222,-75.8918617
9631661022,node,D1,D1,,,,,,,,,,,7.9257922,-72.5204885
9665917772,node,D1,D1,,,,,,,,,,,4.5420884,-75.6725047
9720690917,node,D1,,,,,,,,,,,,6.244965,-75.6083491
9738500018,node,D1,D1,,,,,,,,,,,6.2295932,-75.5730727
9783811029,node,Tienda D1,,,,,,,,,,,,4.8062375,-75.7332483
9842150229,node,D1,D1,,,Calle 19B,33-46,,,,Mo-Su 08:00-21:00,,https://d1.com.co/,4.6220729,-74.0899922
9862135417,node,D1,,,,,,,,,,,,6.0944494,-75.488171
9936382323,node,D1,,,,,,,,,,,,11.5322917,-72.9178354
9977255422,node,D1,,,,,,,,,,,,4.5265005,-75.6825054
10010386217,node,D1,D1,,,,,,,,Mo-Su 07:00-21:00,,,10.440923,-75.5275042
10059721125,node,D1,D1,,,,,,,,,,,6.1592165,-75.5996614
10059742817,node,D1,D1,,,Aurora Cll.64 #104-69 Medellin,,Comuna 7 - Robledo,,050036,Mo-Su 09:00-21:00,,,6.2809614,-75.6139593
10062198117,node,D1,,,,,,,,,,,,6.1715432,-75.6410194
10092392640,node,D1,D1,,,,,,,,,,,4.5140362,-75.6979996
10098636565,node,Tienda D1,,,,,,,,,,,,10.902848,-74.8018967
10099535458,node,D1,D1,,,,,,,,,,,11.1908586,-74.2257552
10099923404,node,D1,D1,,,Cl. 6ª #26,,,,,,,,4.8204687,-73.1668367
10101244417,node,D1,D1,,,,,,,,,,https://d1.com.co/,4.6237371,-74.1310066
10103605768,node,Tienda D1 Troncal,D1,,,,,,,,,,,11.1888434,-74.2162468
10131523819,node,D1,,,,Carrera 7,,Pereira,,660002,,,,4.8155891,-75.7030079
10134557996,node,D1,,,,,,,,,,,,3.4806258,-76.4976941
10166933848,node,D1,D1,,,Calle 42,74-18,,,,,,,6.2484305,-75.5939784
10183953691,node,D1,,,,,,,,,,,,9.2605688,-74.7774159
10183960493,node,D1,,,,,,,,,,,,9.3162942,-75.2930336
10201778830,node,D1,,,,,,,,,,,,9.3228187,-75.2971587
